ensembl_id	gene_name	chr	start	end	score	strand	frame	gene_type	transcript_id.s.	GC1|expected_count	GC2|expected_count	GC3|expected_count	MG1|expected_count	MG2|expected_count	MG3|expected_count	GC1|TPM	GC2|TPM	GC3|TPM	MG1|TPM	MG2|TPM	MG3|TPM	GC1|FPKM	GC2|FPKM	GC3|FPKM	MG1|FPKM	MG2|FPKM	MG3|FPKM
ENSMUSG00000016252.7	Atp5e	chr2	174461072	174464105	.	-	.	protein_coding	ENSMUST00000016396.7	879	293	901	938	1287	1182	320.63	105.94	286.86	455.3	538.25	505.62	662.67	211.12	651.57	639.69	797.82	669.44
ENSMUSG00000016253.12	Nelfcd	chr2	174415804	174427502	.	+	.	protein_coding	ENSMUST00000016397.6,ENSMUST00000109075.7	94	91	104	77	146	115	3.4	3.22	3.25	3.98	6.62	5.24	7.03	6.42	7.39	5.59	9.81	6.94
ENSMUSG00000016255.5	Tubb1	chr2	174450695	174457882	.	+	.	protein_coding	ENSMUST00000016399.5	1	0	0	1	2	0	0.06	0	0	0.09	0.16	0	0.13	0	0	0.13	0.23	0
ENSMUSG00000016256.10	Ctsz	chr2	174427493	174439039	.	-	.	protein_coding	ENSMUST00000016400.8	278	709	300	336	329	296	16.96	42.32	15.82	29.06	24.96	22.61	35.05	84.33	35.94	40.84	37	29.93
ENSMUSG00000016257.15	Prelid3b	chr2	174465067	174473081	.	-	.	protein_coding	ENSMUST00000016401.14,ENSMUST00000117442.7,ENSMUST00000120822.1	143	90	139	290	354	413	12.24	4.92	7.23	27.15	29.22	30.38	25.3	9.8	16.42	38.15	43.31	40.22
ENSMUSG00000016262.14	Sertad4	chr1	192844488	192855756	.	-	.	protein_coding	ENSMUST00000016406.13,ENSMUST00000155579.7	61	431	106	43	35	43	1.48	10.94	2.18	1.56	1.11	1.31	3.06	21.8	4.95	2.19	1.64	1.74
ENSMUSG00000016283.13	H2-M2	chr17	37480851	37483552	.	-	.	protein_coding	ENSMUST00000016427.10,ENSMUST00000171139.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016308.12	Ube2a	chrX	36873900	36884222	.	+	.	protein_coding	ENSMUST00000016452.10,ENSMUST00000200835.3,ENSMUST00000201068.3,ENSMUST00000202812.1,ENSMUST00000202991.3	85	72	60	61	81	79	8.84	5.51	5.16	6.71	10.82	10.86	18.27	10.99	11.72	9.42	16.04	14.37
ENSMUSG00000016319.3	Slc25a5	chrX	36795651	36798807	.	+	.	protein_coding	ENSMUST00000016463.3	352.97	501.77	310	763.09	963.94	1034.61	25.76	35.86	19.57	78.77	87.2	94.3	53.25	71.45	44.46	110.67	129.25	124.85
ENSMUSG00000016327.9	Atp1b4	chrX	38316184	38336769	.	+	.	protein_coding	ENSMUST00000016471.8,ENSMUST00000115134.1	41	0	138	151	83	151	0.77	0	2.24	4.06	1.96	3.59	1.59	0	5.09	5.7	2.9	4.75
ENSMUSG00000016344.14	Ppdpf	chr2	181187247	181188771	.	+	.	protein_coding	ENSMUST00000016488.12,ENSMUST00000108841.1	70	92	67	46	62.61	65	9.63	10.55	7.38	8.1	9.12	10.76	19.9	21.02	16.77	11.38	13.51	14.25
ENSMUSG00000016346.17	Kcnq2	chr2	181075579	181135300	.	-	.	protein_coding	ENSMUST00000016491.13,ENSMUST00000049792.14,ENSMUST00000081528.12,ENSMUST00000103047.9,ENSMUST00000103048.9,ENSMUST00000103050.9,ENSMUST00000103051.8,ENSMUST00000149964.8,ENSMUST00000197015.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016349.10	Eef1a2	chr2	181147653	181157014	.	-	.	protein_coding	ENSMUST00000055990.7	3392	16	4335	3378	4506	4072	135.63	0.63	149.79	192.45	225.45	204.88	280.32	1.25	340.24	270.39	334.17	271.26
ENSMUSG00000016356.18	Col20a1	chr2	180986535	181018363	.	+	.	protein_coding	ENSMUST00000108856.8,ENSMUST00000149179.8,ENSMUST00000228434.1	21	30	27	9	20	13	0.37	0.51	0.41	0.22	0.44	0.31	0.76	1.02	0.93	0.3	0.65	0.41
ENSMUSG00000016382.15	Pls3	chrX	75785654	75875182	.	-	.	protein_coding	ENSMUST00000033547.13,ENSMUST00000114057.7,ENSMUST00000114058.7,ENSMUST00000114059.9	599	1462	582	544	633	657	15.23	36.33	12.71	19.74	20.19	21.04	31.48	72.41	28.87	27.74	29.92	27.86
ENSMUSG00000016386.15	Mpped2	chr2	106693269	106868356	.	+	.	protein_coding	ENSMUST00000016530.13,ENSMUST00000111063.7	5	22	9	14	18	17	0.14	0.61	0.58	0.57	0.67	0.61	0.29	1.22	1.32	0.8	1	0.81
ENSMUSG00000016409.4	Nkap	chrX	37126795	37150746	.	+	.	protein_coding	ENSMUST00000016553.4	100	56	89	76	102	99	1.86	1.02	1.43	2.02	2.39	2.33	3.84	2.03	3.25	2.84	3.54	3.08
ENSMUSG00000016427.7	Ndufa1	chrX	37187588	37191163	.	-	.	protein_coding	ENSMUST00000016571.7	133	76	153	123	176	159	48.98	27.75	49.19	60.24	74.26	68.63	101.24	55.3	111.73	84.64	110.07	90.86
ENSMUSG00000016458.14	Wt1	chr2	105126529	105173616	.	+	.	protein_coding	ENSMUST00000111098.7,ENSMUST00000111099.1,ENSMUST00000143043.7,ENSMUST00000213301.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016477.18	E2f3	chr13	29906575	29986063	.	-	.	protein_coding	ENSMUST00000102948.10,ENSMUST00000221536.1,ENSMUST00000222730.1	73	67	71	98	106	110	1.25	1.02	1.04	2.39	2.28	2.36	2.58	2.02	2.37	3.36	3.37	3.12
ENSMUSG00000016481.15	Cr1l	chr1	195097382	195131586	.	-	.	protein_coding	ENSMUST00000075451.11,ENSMUST00000193094.5,ENSMUST00000194111.5	213	289	209	120.83	167	137.74	8.62	13.08	8.39	7.35	9.84	7.33	17.81	26.07	19.06	10.33	14.58	9.71
ENSMUSG00000016487.15	Ppfibp1	chr6	146888487	147032025	.	+	.	protein_coding	ENSMUST00000016631.13,ENSMUST00000111623.8	645	928	880	854	965	999	10.39	14.64	12.31	19.84	19.64	20.47	21.47	29.18	27.96	27.88	29.11	27.1
ENSMUSG00000016493.13	Cd46	chr1	195036826	195092249	.	-	.	protein_coding	ENSMUST00000162650.7	13	50	11	8	8	14	0.16	0.6	0.12	0.14	0.12	0.22	0.33	1.2	0.27	0.2	0.18	0.29
ENSMUSG00000016494.9	Cd34	chr1	194938819	194961279	.	+	.	protein_coding	ENSMUST00000016638.7,ENSMUST00000110815.8	688	2319	701	497	801	645	22.62	74.68	20	23.32	32.94	26.72	46.74	148.83	45.44	32.77	48.83	35.38
ENSMUSG00000016495.12	Plgrkt	chr19	29348599	29367390	.	-	.	protein_coding	ENSMUST00000016639.11,ENSMUST00000143467.7,ENSMUST00000152936.7	60	63	46	29	46	39	5.62	5.74	3.7	4.54	5.76	5.01	11.62	11.44	8.41	6.38	8.54	6.63
ENSMUSG00000016496.7	Cd274	chr19	29367455	29388095	.	+	.	protein_coding	ENSMUST00000016640.7	42	49	25	10	16	4	0.92	1.05	0.47	0.31	0.44	0.11	1.9	2.09	1.08	0.44	0.65	0.15
ENSMUSG00000016498.9	Pdcd1lg2	chr19	29410919	29471157	.	+	.	protein_coding	ENSMUST00000112576.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016503.17	Gtf3a	chr5	146948657	146955614	.	+	.	protein_coding	ENSMUST00000132102.1,ENSMUST00000146511.7,ENSMUST00000233741.1	75	100	108	80	141	128	5.16	6.74	6.25	7.76	11.95	11	10.67	13.44	14.2	10.91	17.71	14.56
ENSMUSG00000016510.11	Mtif3	chr5	146951573	146963800	.	-	.	protein_coding	ENSMUST00000016654.8,ENSMUST00000066675.9,ENSMUST00000110564.7,ENSMUST00000110566.1	105	131	80	84	83	112	3.59	4.92	2.48	6.11	5.07	7.66	7.43	9.81	5.64	8.59	7.52	10.14
ENSMUSG00000016520.7	Lnx2	chr5	147016655	147076586	.	-	.	protein_coding	ENSMUST00000016664.7	125	247	140	53	90	86	2.15	4.15	2.08	1.31	1.95	1.87	4.44	8.27	4.72	1.83	2.89	2.48
ENSMUSG00000016524.12	Il19	chr1	130932656	130940115	.	-	.	protein_coding	ENSMUST00000016668.12,ENSMUST00000112465.1,ENSMUST00000187410.6,ENSMUST00000187916.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016526.8	Dyrk3	chr1	131127455	131138340	.	-	.	protein_coding	ENSMUST00000016670.8	11	0	0	0	1	0	0.28	0	0	0	0.03	0	0.58	0	0	0	0.05	0
ENSMUSG00000016528.10	Mapkapk2	chr1	131053700	131097826	.	-	.	protein_coding	ENSMUST00000016672.10	1317	459	1857	1598	2350	2125	37.28	12.69	45.41	64.62	83.52	75.9	77.05	25.3	103.15	90.8	123.8	100.49
ENSMUSG00000016529.5	Il10	chr1	131019845	131024974	.	+	.	protein_coding	ENSMUST00000016673.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016534.15	Lamp2	chrX	38401357	38456454	.	-	.	protein_coding	ENSMUST00000016678.13,ENSMUST00000061755.8,ENSMUST00000074913.11	670	1140	666	695	794	824	19.91	34.1	17.22	26.83	27.37	27.33	41.14	67.96	39.11	37.69	40.57	36.18
ENSMUSG00000016541.10	Atxn10	chr15	85336245	85463212	.	+	.	protein_coding	ENSMUST00000163242.2	250	390	254	395	585	536	10.85	16.55	9.53	24.41	31.74	29.25	22.43	32.98	21.64	34.29	47.05	38.73
ENSMUSG00000016552.13	Foxred2	chr15	77940522	77956722	.	-	.	protein_coding	ENSMUST00000016696.12,ENSMUST00000117725.1	25	19	9	20	20	21	0.42	0.34	0.13	0.47	0.41	0.48	0.86	0.67	0.29	0.66	0.61	0.64
ENSMUSG00000016554.9	Eif3d	chr15	77958998	77970813	.	-	.	protein_coding	ENSMUST00000100484.5	269	367	254	527	654	554	11.94	15.93	9.74	33.29	36.28	30.91	24.68	31.74	22.13	46.78	53.77	40.92
ENSMUSG00000016559.14	H3f3b	chr11	116021912	116027962	.	-	.	protein_coding	ENSMUST00000016703.7,ENSMUST00000106454.7	702	831	562	954.89	940.57	865	29.51	34.15	20.42	57.11	49.44	45.68	60.99	68.05	46.37	80.23	73.29	60.48
ENSMUSG00000016619.10	Nup50	chr15	84923411	84942963	.	+	.	protein_coding	ENSMUST00000165443.3,ENSMUST00000230411.1	143	134	112	202	295	273	3.72	2.3	1.97	7.11	9.82	8.01	7.68	4.59	4.47	9.98	14.55	10.6
ENSMUSG00000016624.15	Phf21b	chr15	84785381	84856049	.	-	.	protein_coding	ENSMUST00000016768.11,ENSMUST00000159939.7	9	20	18	8	2	2	0.21	0.46	0.34	0.25	0.06	0.06	0.44	0.92	0.77	0.35	0.09	0.07
ENSMUSG00000016626.10	Nlrp14	chr7	107166990	107198102	.	+	.	protein_coding	ENSMUST00000084763.4,ENSMUST00000142623.2	1	0	0	0	0	0	0.06	0	0	0	0	0	0.13	0	0	0	0	0
ENSMUSG00000016637.7	Ift27	chr15	78159463	78174107	.	-	.	protein_coding	ENSMUST00000016781.7,ENSMUST00000230844.1	30	50	56	32	24	32	2.81	4.6	6.08	4.97	3.16	3.77	5.82	9.16	13.8	6.99	4.68	4.99
ENSMUSG00000016664.16	Pacsin2	chr15	83375607	83464606	.	-	.	protein_coding	ENSMUST00000056177.6,ENSMUST00000165095.8,ENSMUST00000171436.7,ENSMUST00000230679.1,ENSMUST00000231184.1	522	613	560	493	624	595	13.5	15.33	11.74	17.69	19.45	18.64	27.9	30.56	26.66	24.86	28.84	24.69
ENSMUSG00000016756.17	Cmah	chr13	24327404	24477377	.	+	.	protein_coding	ENSMUST00000050859.12,ENSMUST00000110391.3,ENSMUST00000167746.7,ENSMUST00000224657.1,ENSMUST00000224819.1,ENSMUST00000224953.1	32	168	34	23	25	25	0.28	2.33	0.25	0.37	0.41	0.42	0.58	4.64	0.56	0.52	0.61	0.56
ENSMUSG00000016757.11	Ttll12	chr15	83575090	83595157	.	-	.	protein_coding	ENSMUST00000016901.4	60	96	25	106	136	119	1.26	1.97	0.45	3.18	3.59	3.16	2.6	3.92	1.03	4.47	5.32	4.18
ENSMUSG00000016758.4	Bik	chr15	83526862	83544634	.	+	.	protein_coding	ENSMUST00000016902.4,ENSMUST00000229964.1,ENSMUST00000230912.1	12	8	0	4	5	0	1.71	0.81	0	0.58	0.63	0	3.54	1.61	0	0.81	0.94	0
ENSMUSG00000016763.15	Scube1	chr15	83604999	83725021	.	-	.	protein_coding	ENSMUST00000016907.7,ENSMUST00000043634.11,ENSMUST00000076060.11,ENSMUST00000171496.8	15	283	5	2	0	5	0.29	5.17	0.12	0.06	0	0.1	0.6	10.31	0.26	0.08	0	0.13
ENSMUSG00000016831.12	Tox4	chr14	52279146	52296401	.	+	.	protein_coding	ENSMUST00000022766.7	291	261	234	408	518	506	4.23	3.71	2.94	8.5	9.5	9.31	8.75	7.38	6.67	11.95	14.07	12.33
ENSMUSG00000016833.14	Mrps18c	chr5	100798627	100804471	.	+	.	protein_coding	ENSMUST00000016977.14,ENSMUST00000112898.7,ENSMUST00000112901.1	64	49	58	71	98	82	12.78	9.34	8.43	17.16	22.62	17.74	26.42	18.61	19.15	24.12	33.52	23.49
ENSMUSG00000016918.15	Sulf1	chr1	12692277	12861192	.	+	.	protein_coding	ENSMUST00000088585.9,ENSMUST00000177608.7,ENSMUST00000180062.7,ENSMUST00000186051.6	650	1949	503	371	607	378	10.63	30.93	6.91	8.6	12.44	7.88	21.98	61.64	15.7	12.08	18.44	10.43
ENSMUSG00000016921.14	Srsf6	chr2	162931528	162937121	.	+	.	protein_coding	ENSMUST00000126163.2,ENSMUST00000130411.6	416	637	450	418	455	426	11.38	14.03	10.48	15.25	14.75	13.37	23.52	27.96	23.81	21.42	21.87	17.71
ENSMUSG00000016933.17	Plcg1	chr2	160731300	160775760	.	+	.	protein_coding	ENSMUST00000103115.7,ENSMUST00000109462.7	626	802	560	207	270	307	9.6	11.95	7.38	4.53	5.24	6	19.84	23.82	16.77	6.36	7.77	7.94
ENSMUSG00000016940.18	Kctd2	chr11	115420128	115431274	.	+	.	protein_coding	ENSMUST00000103035.9,ENSMUST00000106533.7	96	209	80	85	101	111	4.47	9.86	3.34	5.48	5.94	6.73	9.23	19.66	7.58	7.7	8.81	8.91
ENSMUSG00000016942.6	Tmprss6	chr15	78439667	78468634	.	-	.	protein_coding	ENSMUST00000017086.4,ENSMUST00000229516.1,ENSMUST00000230159.1,ENSMUST00000230226.1	0	0	0	1	1	2	0	0	0	0.04	0.06	0.06	0	0	0	0.05	0.09	0.09
ENSMUSG00000016946.6	Kctd5	chr17	24047734	24073485	.	-	.	protein_coding	ENSMUST00000017090.5	56	79	56	85	116	113	1.88	2.59	1.62	4.07	4.88	4.78	3.88	5.16	3.69	5.71	7.23	6.32
ENSMUSG00000016982.6	Pom121l2	chr13	21981194	21988734	.	+	.	protein_coding	ENSMUST00000017126.5,ENSMUST00000117882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016984.7	Etaa1	chr11	17938756	17953875	.	-	.	protein_coding	ENSMUST00000076661.6	38	23	9	22	42	45	0.71	0.42	0.15	0.59	0.99	1.07	1.48	0.84	0.33	0.83	1.47	1.42
ENSMUSG00000016995.17	Matn4	chr2	164389393	164405160	.	-	.	protein_coding	ENSMUST00000103103.9,ENSMUST00000103104.1,ENSMUST00000109358.7,ENSMUST00000109359.7	53	168	216	17	32	41	1.97	6.09	6.68	0.89	1.48	1.85	4.08	12.14	15.16	1.25	2.19	2.45
ENSMUSG00000016998.2	Svs4	chr2	164275952	164278459	.	-	.	protein_coding	ENSMUST00000017142.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017000.2	Svs6	chr2	164316751	164318453	.	+	.	protein_coding	ENSMUST00000017144.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017002.14	Slpi	chr2	164354070	164389095	.	-	.	protein_coding	ENSMUST00000109367.9,ENSMUST00000165980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017003.7	Svs3a	chr2	164289268	164291500	.	+	.	protein_coding	ENSMUST00000017147.7,ENSMUST00000109370.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017004.7	Svs5	chr2	164332740	164334396	.	+	.	protein_coding	ENSMUST00000017148.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017007.9	Rbpjl	chr2	164403141	164415448	.	+	.	protein_coding	ENSMUST00000017151.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017009.3	Sdc4	chr2	164424247	164443887	.	-	.	protein_coding	ENSMUST00000017153.3	399	513	529	1015	795	732	13.29	16.7	15.22	48.25	33.2	30.73	27.47	33.28	34.58	67.79	49.21	40.69
ENSMUSG00000017049.4	Ccdc70	chr8	21969775	21974041	.	+	.	protein_coding	ENSMUST00000017193.1,ENSMUST00000070649.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017057.9	Il13ra1	chrX	36112110	36171259	.	+	.	protein_coding	ENSMUST00000033418.7	111	183	22	107	98	111	2.37	3.82	0.41	3.27	2.63	3	4.9	7.61	0.92	4.59	3.9	3.97
ENSMUSG00000017064.4	Prl5a1	chr13	28142484	28151611	.	+	.	protein_coding	ENSMUST00000017208.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017119.19	Nbr1	chr11	101552149	101581951	.	+	.	protein_coding	ENSMUST00000071537.12,ENSMUST00000103098.8,ENSMUST00000103099.7,ENSMUST00000107208.7,ENSMUST00000107212.7,ENSMUST00000107213.7,ENSMUST00000107218.9	566	615	550	576	745	868	11.25	10.99	10.15	16.08	18.76	22.22	23.26	21.91	23.06	22.6	27.8	29.42
ENSMUSG00000017132.17	Cyth1	chr11	118132019	118248592	.	-	.	protein_coding	ENSMUST00000017276.13,ENSMUST00000106302.8,ENSMUST00000106305.8	278	181	308	220	371	310	7.01	4.5	6.83	8.01	11.75	9.92	14.49	8.97	15.52	11.26	17.42	13.14
ENSMUSG00000017144.8	Rnd3	chr2	51130438	51149111	.	-	.	protein_coding	ENSMUST00000017288.8,ENSMUST00000154545.1	184	185	122	130	166	164	5.23	5.14	3	5.3	5.96	5.9	10.81	10.25	6.8	7.44	8.83	7.81
ENSMUSG00000017146.12	Brca1	chr11	101488764	101551955	.	-	.	protein_coding	ENSMUST00000017290.10	4	3	0	5	6	11	0.05	0.03	0	0.08	0.09	0.16	0.1	0.07	0	0.12	0.13	0.22
ENSMUSG00000017165.1	Gast	chr11	100334407	100336996	.	+	.	protein_coding	ENSMUST00000017309.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017167.6	Cntnap1	chr11	101170523	101190724	.	+	.	protein_coding	ENSMUST00000103109.3	36	70	27	14	11	1	0.51	0.98	0.33	0.29	0.2	0.02	1.06	1.95	0.76	0.4	0.29	0.02
ENSMUSG00000017176.17	Nt5c3b	chr11	100422321	100441808	.	-	.	protein_coding	ENSMUST00000092688.11,ENSMUST00000092689.8,ENSMUST00000107397.1,ENSMUST00000107398.7,ENSMUST00000107399.8	67	66	59	69	72	54	4.23	4.26	3.31	6.17	5.74	4.27	8.75	8.5	7.52	8.66	8.51	5.65
ENSMUSG00000017188.3	Coa3	chr11	101277968	101279114	.	-	.	protein_coding	ENSMUST00000017332.3,ENSMUST00000168089.1	92	92	111	114	209	159	10.27	18.43	10.73	17.84	28.6	21.97	21.23	36.72	24.38	25.07	42.39	29.09
ENSMUSG00000017195.15	Zpbp2	chr11	98551097	98558665	.	+	.	protein_coding	ENSMUST00000017339.11,ENSMUST00000081033.12,ENSMUST00000107509.7,ENSMUST00000107511.7,ENSMUST00000107513.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017204.4	Gsdma	chr11	98664351	98677708	.	+	.	protein_coding	ENSMUST00000017348.2	0	0	0	0	3	4	0	0	0	0	0.11	0.15	0	0	0	0	0.17	0.2
ENSMUSG00000017210.14	Med24	chr11	98704591	98729435	.	-	.	protein_coding	ENSMUST00000017354.12,ENSMUST00000100500.8	250	146	253	196	291	204	5.87	3.33	5.11	6.75	8.63	6.05	12.13	6.64	11.6	9.49	12.79	8.02
ENSMUSG00000017211.14	Gsdma2	chr11	98646759	98657964	.	+	.	protein_coding	ENSMUST00000017355.11,ENSMUST00000093938.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017221.14	Psmd3	chr11	98682554	98695979	.	+	.	protein_coding	ENSMUST00000017365.14	480	361	685	973	1254	1193	18.56	13.64	22.88	53.61	60.69	58.05	38.35	27.19	51.98	75.33	89.95	76.86
ENSMUSG00000017264.16	Exosc10	chr4	148558429	148582401	.	+	.	protein_coding	ENSMUST00000017408.13,ENSMUST00000076022.6	226	315	223	312	283	309	6.64	8.93	5.59	12.98	10.33	11.31	13.73	17.79	12.7	18.24	15.31	14.97
ENSMUSG00000017286.15	Glod4	chr11	76120987	76243725	.	-	.	protein_coding	ENSMUST00000017430.11,ENSMUST00000169701.7,ENSMUST00000170710.7	126	114	66	98.68	84	94	7.73	3.52	3.5	6.15	6.4	7.22	15.98	7.02	7.95	8.65	9.49	9.56
ENSMUSG00000017288.15	Vps53	chr11	76046226	76179647	.	-	.	protein_coding	ENSMUST00000056601.10,ENSMUST00000094015.10,ENSMUST00000108419.8,ENSMUST00000129256.1	166	197	189	183	258	208	5.04	5.57	5.21	8.11	9.63	7.87	10.42	11.1	11.84	11.39	14.28	10.42
ENSMUSG00000017291.13	Taok1	chr11	77529162	77607815	.	-	.	protein_coding	ENSMUST00000017435.10,ENSMUST00000058496.7	1144	1025	876	1129	1103	1512	7	6.12	4.63	9.92	8.56	11.78	14.47	12.2	10.52	13.94	12.68	15.6
ENSMUSG00000017299.13	Dnttip1	chr2	164745983	164768607	.	+	.	protein_coding	ENSMUST00000017443.13,ENSMUST00000109326.9	50	71	97	72	76	71	2.58	6.16	4.33	5.28	4.89	4.6	5.33	12.28	9.83	7.42	7.25	6.09
ENSMUSG00000017300.9	Tnnc2	chr2	164777161	164779967	.	-	.	protein_coding	ENSMUST00000103095.4	2445	14	2855	4852	4289	4662	378.23	2.13	382.93	1042.18	803.27	883.64	781.73	4.24	869.79	1464.23	1190.64	1169.95
ENSMUSG00000017307.16	Acot8	chr2	164792765	164804882	.	-	.	protein_coding	ENSMUST00000017451.6,ENSMUST00000103094.10	26	38	13	21	44	26	2.22	2.97	1	2.48	4.35	2.59	4.58	5.92	2.28	3.49	6.44	3.43
ENSMUSG00000017309.11	Cd300lg	chr11	102041509	102055620	.	+	.	protein_coding	ENSMUST00000017453.11,ENSMUST00000107163.8,ENSMUST00000107164.2	397	144	275	128	179	184	13.25	4.92	7.78	6.23	7.37	7.75	27.4	9.8	17.67	8.76	10.93	10.26
ENSMUSG00000017310.7	Spint4	chr2	164698501	164702453	.	+	.	protein_coding	ENSMUST00000017454.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017311.15	Pyy	chr11	102106676	102107832	.	-	.	protein_coding	ENSMUST00000017455.14,ENSMUST00000127381.2,ENSMUST00000177304.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017314.12	Mpp2	chr11	102057015	102088515	.	-	.	protein_coding	ENSMUST00000017458.10,ENSMUST00000100398.4	31	56	39	24	18	24	0.6	1.06	0.75	0.73	0.44	0.67	1.24	2.12	1.7	1.03	0.65	0.89
ENSMUSG00000017316.13	Ppy	chr11	102099930	102101319	.	-	.	protein_coding	ENSMUST00000017460.5,ENSMUST00000170554.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017344.4	Vtn	chr11	78499091	78502324	.	+	.	protein_coding	ENSMUST00000017488.4	104	21	98	84	105	138	5.08	1	4.14	5.84	6.41	8.47	10.51	2	9.41	8.2	9.5	11.22
ENSMUSG00000017376.15	Nlk	chr11	78567168	78697373	.	-	.	protein_coding	ENSMUST00000142739.7	85	109	76	62	70	81	1.5	1.88	1.16	1.57	1.56	1.81	3.1	3.75	2.63	2.2	2.31	2.4
ENSMUSG00000017386.10	Traf4	chr11	78158499	78165589	.	-	.	protein_coding	ENSMUST00000017530.3	34	62	38	11	22	29	1.36	2.43	1.32	0.63	1.1	1.46	2.82	4.84	2.99	0.88	1.64	1.94
ENSMUSG00000017390.15	Aldoc	chr11	78322968	78327781	.	+	.	protein_coding	ENSMUST00000017534.14,ENSMUST00000102478.3	2	0	5	1	0	0	0.06	0	0.13	0.07	0	0	0.12	0	0.29	0.1	0	0
ENSMUSG00000017400.10	Stac2	chr11	98036623	98053462	.	-	.	protein_coding	ENSMUST00000017544.8	2	0	6	4	1	4	0.05	0	0.14	0.15	0.03	0.13	0.11	0	0.31	0.21	0.05	0.18
ENSMUSG00000017404.12	Rpl19	chr11	98026710	98030492	.	+	.	protein_coding	ENSMUST00000017548.6,ENSMUST00000092425.10	693.94	1278.62	683.29	1021.36	1419.7	1185.45	97.18	175.66	83.1	199.1	241.56	204.07	200.86	350.06	188.74	279.73	358.05	270.19
ENSMUSG00000017405.14	Nek8	chr11	78166106	78176675	.	-	.	protein_coding	ENSMUST00000017549.12	27	75	16	16	11	16	0.78	2.11	0.4	0.66	0.4	0.58	1.61	4.21	0.9	0.92	0.59	0.77
ENSMUSG00000017412.15	Cacnb4	chr2	52428320	52676831	.	-	.	protein_coding	ENSMUST00000078324.6,ENSMUST00000102760.9,ENSMUST00000102761.8,ENSMUST00000178799.7	16	89	46	11	12	4	0.16	0.83	0.39	0.15	0.15	0.05	0.32	1.65	0.88	0.22	0.22	0.07
ENSMUSG00000017417.14	Plxdc1	chr11	97923238	97986444	.	-	.	protein_coding	ENSMUST00000017561.14,ENSMUST00000107564.1,ENSMUST00000107565.2	57	82	54	14	24	53	2.24	2.28	1.31	0.99	1.09	2.15	4.62	4.55	2.97	1.39	1.61	2.84
ENSMUSG00000017418.13	Arl5b	chr2	15049395	15082456	.	+	.	protein_coding	ENSMUST00000017562.12,ENSMUST00000069870.9,ENSMUST00000193836.1	119	188	132	155	171	142	1.31	2.03	1.99	2.45	2.38	1.99	2.71	4.04	4.51	3.45	3.53	2.63
ENSMUSG00000017421.18	Zfp207	chr11	80383279	80405733	.	+	.	protein_coding	ENSMUST00000017567.13,ENSMUST00000053740.14,ENSMUST00000108216.7,ENSMUST00000165565.7,ENSMUST00000188489.6	317	401	381	374	402	418	13.6	16.34	12.63	22.6	20.37	23.56	28.1	32.56	28.68	31.75	30.19	31.2
ENSMUSG00000017428.16	Psmd11	chr11	80428615	80473248	.	+	.	protein_coding	ENSMUST00000017572.13,ENSMUST00000173938.7	536.35	332	690.82	1994.53	2220.77	2169.85	19.3	10.88	21.85	106.89	106.23	104.9	39.89	21.69	49.64	150.18	157.45	138.88
ENSMUSG00000017446.14	C1qtnf1	chr11	118428203	118449963	.	+	.	protein_coding	ENSMUST00000017590.8,ENSMUST00000106286.2	229	717	187	49	75	86	7.38	22.6	5.21	2.27	3.03	3.5	15.26	45.04	11.83	3.19	4.5	4.63
